LS                  ;20070406;4;13139               ;000006              ;             ;20070406;2;70.0;15000.0;1;2;20070406;2;0; ; ; ;3799359;4;0;2007-04-07T08:02:18;CRON I/F                      ;2007-04-07T08:02:18;CRON I/F                      ;0;0
LS                  ;20070406;4;13139               ;000007              ;             ;20070406;2;70.0;13000.0;1;2;20070406;2;0; ; ; ;3799359;3;0;2007-04-07T08:02:18;CRON I/F                      ;2007-04-07T08:02:18;CRON I/F                      ;0;0
LS                  ;20070406;4;13139               ;000008              ;             ;20070406;2;70.0;15000.0;1;2;20070406;2;0; ; ; ;3799359;2;0;2007-04-07T08:02:19;CRON I/F                      ;2007-04-07T08:02:19;CRON I/F                      ;0;0
LS                  ;20070406;4;13139               ;000015              ;             ;20070406;1;70.0;13500.0;1;2;20070406;1;0; ; ; ;3799359;1;0;2007-04-07T08:02:19;CRON I/F                      ;2007-04-07T08:02:19;CRON I/F                      ;0;0
LS                  ;20070406;5;00019               ;000001              ;             ;20070406;6;60.0;10000.0;1;2;20070406;6;0; ; ; ;3799355;1;0;2007-04-07T08:02:19;CRON I/F                      ;2007-04-07T08:02:19;CRON I/F                      ;0;0
LS                  ;20070406;5;00019               ;000012              ;             ;20070406;4;60.0;15000.0;1;2;20070406;4;0; ; ; ;3799355;2;0;2007-04-07T08:02:19;CRON I/F                      ;2007-04-07T08:02:19;CRON I/F                      ;0;0
LS                  ;20070406;5;00019               ;000027              ;             ;20070406;4;60.0;15000.0;1;2;20070406;4;0; ; ; ;3799355;3;0;2007-04-07T08:02:20;CRON I/F                      ;2007-04-07T08:02:20;CRON I/F                      ;0;0
LS                  ;20070406;6;43033               ;000001              ;             ;20070406;2;70.0;10000.0;1;2;20070406;2;0; ; ; ;3799363;2;0;2007-04-07T08:02:20;CRON I/F                      ;2007-04-07T08:02:20;CRON I/F                      ;0;0
LS                  ;20070406;6;43033               ;000012              ;             ;20070406;1;70.0;15000.0;1;2;20070406;1;0; ; ; ;3799363;1;0;2007-04-07T08:02:20;CRON I/F                      ;2007-04-07T08:02:20;CRON I/F                      ;0;0
LS                  ;20070406;7;13188               ;000024              ;             ;20070406;20;60.0;15000.0;1;2;20070406;20;0; ; ; ;3799362;1;0;2007-04-07T08:02:20;CRON I/F                      ;2007-04-07T08:02:20;CRON I/F                      ;0;0
LS                  ;20070406;8;13186               ;000008              ;             ;20070406;1;60.0;15000.0;1;2;20070406;1;0; ; ; ;3799361;1;0;2007-04-07T08:02:21;CRON I/F                      ;2007-04-07T08:02:21;CRON I/F                      ;0;0
LS                  ;20070406;8;13186               ;000028              ;             ;20070406;3;60.0;14000.0;1;2;20070406;3;0; ; ; ;3799361;2;0;2007-04-07T08:02:21;CRON I/F                      ;2007-04-07T08:02:21;CRON I/F                      ;0;0
LS                  ;20070406;9;131540003           ;000018              ;             ;20070406;1;70.0;9800.0;1;2;20070406;1;0; ; ; ;3799360;1;0;2007-04-07T08:02:21;CRON I/F                      ;2007-04-07T08:02:21;CRON I/F                      ;0;0
LS                  ;20070406;10;130230002           ;000010              ;             ;20070406;1;70.0;18000.0;1;2;20070406;1;0;Ã»¹®°¢; ; ;3799357;1;0;2007-04-07T08:02:21;CRON I/F                      ;2007-04-07T08:02:21;CRON I/F                      ;0;0
LS                  ;20070406;11;13186               ;000016              ;             ;20070406;3;60.0;15000.0;1;2;20070406;3;0; ; ; ;3799435;1;0;2007-04-07T08:02:22;CRON I/F                      ;2007-04-07T08:02:22;CRON I/F                      ;0;0
LS                  ;20070406;12;00007               ;000025              ;             ;20070406;1;65.0;12000.0;2;2;20070406;1;0; ; ; ;3799434;1;0;2007-04-07T08:02:22;CRON I/F                      ;2007-04-07T08:02:22;CRON I/F                      ;0;0
