HSS                 ;20070406;1909;A0032907            ;000019              ;1200;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1910;A0045505            ;000003              ;450;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1911;A0045608            ;000014              ;600;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1912;A0054407            ;000016              ;250;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1913;A0054407            ;000017              ;250;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1914;A0063009            ;000012              ;525;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1915;A0063009            ;000013              ;300;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1916;A0064514            ;000018              ;360;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1917;A0074605            ;000006              ;320;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1918;A0074605            ;000007              ;240;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1919;A0083414            ;000002              ;640;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1920;A0085710            ;000005              ;160;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1921;A0085804            ;000008              ;1110;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1922;A0113912            ;000010              ;1160;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1923;A0124202            ;000020              ;1100;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1924;A0142304            ;000001              ;440;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1925;A0142614            ;000004              ;440;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1926;A0143613            ;000015              ;720;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1927;A0145006            ;000009              ;500;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1928;A0145006            ;000011              ;100;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1929;L0120102            ;000003              ;180;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1930;L0120102            ;000004              ;160;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1931;L0120102            ;000008              ;132;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1932;L0120102            ;000009              ;27;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1933;L0120103            ;000002              ;120;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1934;L0120103            ;000010              ;166;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1935;L0120103            ;000014              ;74;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1936;L0120104            ;000012              ;205;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1937;L0120104            ;000013              ;109;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1938;L0120202            ;000001              ;174;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1939;L0120202            ;000006              ;14;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1940;L0120202            ;000015              ;48;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1941;L0120203            ;000005              ;37;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1942;L0120203            ;000007              ;82;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1943;L0120203            ;000011              ;181;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1944;L0120204            ;000019              ;2;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1945;L0120303            ;000016              ;32;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1946;L0120303            ;000017              ;35;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1947;L0120303            ;000018              ;107;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1948;L0120304            ;000020              ;33;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
HSS                 ;20070406;1949;N0010101            ;000019              ;193;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2474;A0015302            ;000009              ;820;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2475;A0034309            ;000020              ;1005;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2476;A0034708            ;000012              ;840;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2477;A0043717            ;000005              ;1300;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2478;A0044907            ;000015              ;1140;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2479;A0053608            ;000022              ;1020;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2480;A0063105            ;000004              ;1040;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2481;A0064712            ;000004              ;260;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2482;A0065506            ;000023              ;1240;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
LS                  ;20070406;2483;A0074406            ;000014              ;620;0;0;;;;0;0;0;2007-04-06T04:11:54;20040001                      ;2007-04-06T04:11:54;20040001                      
